;number_row;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustSpeed;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;RainToday;year;month;day;week;E;ENE;ESE;N;NE;NNE;NNW;NW;S;SE;SSE;SSW;SW;W;WNW;WSW;Location_Albury;Location_BadgerysCreek;Location_Canberra;Location_Cobar;Location_CoffsHarbour;Location_Moree;Location_MountGinini;Location_Newcastle;Location_NorahHead;Location_NorfolkIsland;Location_Penrith;Location_Sydney;Location_SydneyAirport;Location_Tuggeranong;Location_WaggaWagga;Location_Williamtown;Location_Wollongong;Region_New South Wales;Radar_Brisbane;Radar_Hobart;Radar_SydneyAirport;Radar_isole;RainTomorrow
6198;33703;-1.8332370501625734;-1.2915062111447648;-0.28777013770805054;-0.93138172732721;0.35161156246975545;-0.9827338703488429;0.9040895651209564;-0.342853434126627;1.0452624754346034;1.264366139122117;0;2013;6;22;25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
6199;5929;0.9275371998923794;1.1726679035620853;-0.28777013770805054;0.822368433711921;1.0085863193975437;0.27355966247815866;-0.854519577027728;-0.8232163218255938;-0.3013221014491061;-0.2589215700568439;0;2009;4;1;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6200;9363;-1.2593682453758697;-1.011151072345782;-0.28777013770805054;-1.1506004974571014;-1.6455916985907209;-0.9827338703488429;0.3367962934600905;0.2816183198820299;0.9281681644012446;1.1312633295821952;0;2010;7;1;26;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6201;5889;1.2997764246188896;1.6743560466760545;-0.28777013770805054;0.32912620091966527;1.11370228050599;-0.6337634445635647;-1.421812848688594;-1.6398332309138375;-1.0770719120451457;-0.9244356177563855;0;2009;2;20;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6202;28592;1.3773262631035794;0.34635802078613537;-0.28777013770805054;0.6031496635820295;-1.855823620807613;0.203765577321103;-0.11703832386860227;0.5217997637315134;0.03532404277182959;-0.007505152037027175;0;2015;12;8;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
6203;42213;-0.6079496021044765;0.22831375181814245;-0.0958515685957295;-0.10931133934011737;0.7457964166264284;-1.4014983812911768;1.6415708182800821;-0.43892601166642037;0.6207955979386569;0.4361708797626672;1;2014;3;31;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6204;42923;-1.0422286976187387;-0.24386332405382868;0.18136414234428977;0.0002980457248284024;0.9560283388433208;-0.4941752742494534;-0.0035796695364290897;-1.111434054444974;-1.1356190675618252;-0.820911210336467;1;2016;3;19;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6205;25921;-0.6699894728922281;0.8628016975211039;-0.28777013770805054;0.05510273825730105;1.271376222168659;-0.4941752742494534;-0.06030899670251568;-1.6398332309138375;0.6793427534553363;0.21433286386282002;0;2016;10;15;41;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
6206;20798;0.9430471675893175;-0.022530319738842165;-0.26644585225112594;-0.10931133934011737;-0.2528052139038095;-0.6337634445635647;-1.1948955400242476;-0.006599412737350194;0.45979092026777607;0.3178572712827554;0;2010;4;8;14;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
6207;16565;0.058979008863854966;0.021736281124155245;0.65049842239663;0.822368433711921;0.6144014652408707;0.4131478327922699;-0.23049697820077547;-0.05463570150724688;0.06459762053016098;0.19954366280284366;1;2014;12;13;50;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6208;48996;-0.9491688914371109;-1.4243060137337569;-0.28777013770805054;-0.7121629571973187;-0.9886169416629325;1.1110886843628263;1.5848414911139956;2.1550335819080004;0.7086163312136844;0.983371318982297;0;2017;3;18;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6209;44127;0.5087680720750551;0.5086688906171257;-0.2451215667942014;-0.10931133934011737;-1.3039648249882707;-0.6337634445635647;1.0175482194531296;0.2816183198820299;-1.281986956353532;-1.516003660155978;0;2011;2;28;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6210;13139;1.82711532631478;2.5596880639360005;-0.28777013770805054;0.43873558598461104;-0.17396824307247494;-0.21499893362123085;-1.4785421758546806;-1.6398332309138375;-0.3745060458449595;-0.5103379880766775;0;2012;11;30;48;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6211;48054;-1.8797669532533872;-3.091681312906655;0.3732827114566108;-0.7669676497297915;-1.3565228055424938;1.5996472804622157;1.5848414911139956;2.106997293138104;-1.1356190675618252;-1.7378416760558253;1;2014;8;17;33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
6212;45857;-0.26673031277184167;-0.2733743912958268;-0.28777013770805054;0.10990743078977394;-1.2251278541569361;-0.35458710393534215;-0.23049697820077547;-0.48696230043631705;0.093871198288509;0.007284049022966001;0;2016;3;21;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6213;40075;-0.46835989283203494;-0.8193291352727934;-0.28777013770805054;-0.9861864198596829;-0.6995480486147055;-1.2619102109770655;0.16660831196183068;0.7619812075809967;2.201568796889101;2.1369290016614957;0;2016;7;16;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6214;41180;-0.37530008665040737;0.13978055009214815;-0.28777013770805054;0.10990743078977394;-1.9083816013618362;-0.4941752742494534;-0.4006849596990352;-0.3908897228965237;0.8403474311262006;0.983371318982297;0;2011;2;14;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6215;33736;-1.9262968563442011;-1.5571058163227487;-0.28777013770805054;-1.31501457505452;-0.5418741069520364;-1.6108806367623436;1.6983001454461688;0.23358203111213324;1.8941962304264963;1.8263557794017231;0;2013;7;25;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
6216;16517;0.7103976521352485;0.9660904328680975;-0.28777013770805054;0.10990743078977394;-0.06885228196402897;1.180882769519882;0.8473602379548698;0.47376347496161664;0.22560229820104183;-0.22934316793687437;0;2014;10;24;43;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6217;18951;-0.2357103773779659;-0.6865293326838017;-0.28777013770805054;-0.6573582646648458;0.325332572192644;-1.2619102109770655;-0.4006849596990352;0.04143687603254649;1.6307340306014309;1.6340961656218622;0;2013;7;25;30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6218;29401;-0.2977502481657177;-0.18484118956983248;-0.28777013770805054;-0.3285301094700087;0.877191368011986;-0.4941752742494534;-1.7621888116851134;-0.5830348779761104;0.4890644980261241;0.5249060861226095;0;2009;9;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
6219;11996;-1.212838342285056;-0.05204138698084026;-0.28777013770805054;-0.16411603187259027;0.9560283388433208;-0.6337634445635647;-2.386211410512066;-1.687869519683734;0.18169193156353644;0.19954366280284366;0;2009;8;26;35;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6220;45652;-0.18918047428715198;-1.011151072345782;-0.28777013770805054;0.2743215083871926;-1.8821026110847245;-0.8431457000347317;0.7339015836226966;0.9541263626605835;0.3280598203552433;0.4657492818826536;0;2015;8;23;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6221;10483;0.5552979751658689;0.449646756133129;-0.28777013770805054;0.16471212332224683;0.1151006499757518;1.4600591101481046;-0.5141436140312085;0.37769089742182327;0.4012437647510967;-0.15539716263692532;0;2013;10;28;44;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6222;9324;0.4001982981964895;-0.2881299249168261;-0.26644585225112594;-0.49294418706742726;-1.0411749222171556;-0.07541076330711956;-0.28722630536686206;0.6178723412713067;0.34269660923441725;0.4657492818826536;0;2010;5;23;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6223;41004;-1.1042685684064903;-1.7341722197747378;-0.26644585225112594;-0.21892072440506316;0.14137964025286345;0.5527360031063812;-1.3650835215225074;-0.19874456781693695;-0.7404257678242266;-0.4216027817167352;0;2010;8;20;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6224;40765;0.7569275552260618;1.9547111854750372;-0.28777013770805054;1.6444388216990136;-1.9346605916389474;2.7861467281321617;-1.8189181388512001;-1.7839420972235276;-0.8428832899784114;-0.9983816230563346;0;2009;12;24;52;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6225;10796;-0.18918047428715198;-0.406174193884819;0.09606700051659152;0.38393089345213816;-0.06885228196402897;-0.35458710393534215;0.1098789847957441;0.47376347496161664;1.3672718307763652;1.4270473507819914;1;2014;9;22;39;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6226;3913;0.2450986212271101;-0.9373734042407863;3.017494108115256;0.5483449710495568;-1.9083816013618362;-0.7035575297206204;1.6983001454461688;2.251106159447794;-0.2720485236907581;0.569273689302589;1;2011;11;23;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
6227;29269;0.5552979751658689;-0.09630798784383766;0.501228424198158;-0.5477488795999002;0.08882165969864035;0.4131478327922699;0.9040895651209564;0.9060900738906869;0.8696210088845485;0.9685821179223039;1;2009;4;22;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
6228;45271;-1.1352885038003662;-2.1768382284047108;-0.28777013770805054;0.822368433711921;0.6932384360722055;1.4600591101481046;-0.570872941197295;0.5217997637315134;-1.3551709007493853;-1.0575384272962904;0;2014;8;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6229;44028;-0.6854994405891661;0.6414686932061174;-0.28777013770805054;0.05510273825730105;1.4290501638313287;-0.21499893362123085;-0.34395563253294864;-1.543760653374044;0.7671634867303637;0.6284304935425449;0;2010;11;21;46;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6230;37572;0.8965172644985037;0.3316024871651361;-0.28777013770805054;0.21951681585471972;0.35161156246975545;-1.4014983812911768;1.1310068737853027;0.8580537851207901;0.108507987167683;0.2291220649228132;0;2009;3;21;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6231;38374;0.027959073469978925;-0.9226178706197875;-0.28777013770805054;-0.49294418706742726;0.2727745916384211;-0.21499893362123085;0.2233376391279173;1.0501989402003769;0.7964370644886951;0.8798469115623616;0;2011;8;30;35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6232;37795;0.8499873614076897;-0.12581905508583577;-0.28777013770805054;0.7127590486469753;0.7195174263493169;0.6923241734204925;-0.0035796695364290897;1.0982352289702735;0.7525266978511898;0.4361708797626672;0;2009;11;1;44;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6233;15792;-1.1507984714973043;-0.8045736016517946;-0.28777013770805054;-0.6025535721323729;0.7457964166264284;0.203765577321103;-0.7410609226955548;-0.7751800330556972;0.8842577977637393;0.7911117052024362;0;2012;8;7;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6234;27667;-0.2977502481657177;-0.2881299249168261;-0.28777013770805054;-0.3833348020024816;0.29905358191553255;0.27355966247815866;-0.5141436140312085;-0.7751800330556972;0.04996083165100361;-0.17018636369690168;0;2013;5;20;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
6235;44448;0.1675487827424204;0.8332906302791058;0.13871557143044064;0.8771731262443937;0.06254266942152868;-0.07541076330711956;0.67717225645661;-0.43892601166642037;-0.28668531256993207;-0.4363919827767284;1;2012;2;17;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6236;11329;0.6483577813474964;0.4201356888911309;-0.28777013770805054;-0.5477488795999002;0.7457964166264284;-0.4941752742494534;-0.06030899670251568;1.0021626514304802;0.18169193156353644;0.1255976575028946;0;2016;4;22;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6237;37686;-0.6699894728922281;-1.0554176732087792;-0.28777013770805054;-0.7669676497297915;-0.12141026251825185;-0.6337634445635647;-0.4006849596990352;0.3296546086519266;-1.31126053411188;-1.10190603047627;0;2009;7;15;29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6238;32311;-0.1736705065902141;-1.0259066059667812;-0.20247299588035228;-0.9861864198596829;-1.9346605916389474;-0.8431457000347317;1.0175482194531296;0.8580537851207901;1.5721868750847348;1.5453609592619033;0;2009;6;2;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
6239;21175;0.6638677490444346;-0.2733743912958268;-0.22379728133727683;-0.3285301094700087;-0.3053631944580326;0.6923241734204925;-0.34395563253294864;1.0021626514304802;1.3819086196555226;1.3678905465420188;0;2011;5;22;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
6240;2708;-0.46835989283203494;0.16929161733414627;-0.28777013770805054;0.8771731262443937;0.509285504132425;-0.7035575297206204;0.9040895651209564;-0.19874456781693695;0.18169193156353644;0.08123005432291507;0;2016;10;7;40;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6241;30482;-0.25122034507490376;-0.11106352146483699;-0.28777013770805054;-0.6025535721323729;0.7720754069035403;0.4131478327922699;-0.7410609226955548;-0.3908897228965237;0.5183380757844555;0.036862451142952356;0;2012;9;16;37;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
6242;24228;-0.2822402804687798;0.449646756133129;-0.26644585225112594;0.38393089345213816;1.0348653096746556;-1.1223220406629542;-1.1381662128581609;-0.7271437442858004;0.3280598203552433;0.15517605962286413;0;2011;12;3;48;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
6243;52;0.539788007468931;1.5563117777080622;-0.28777013770805054;-0.8217723422622644;-0.27908420418092117;-0.6337634445635647;-1.1948955400242476;-1.4476880758342507;-0.4037796236032909;-0.5103379880766775;0;2009;2;22;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6244;24592;0.7414175875291242;2.5006659294520044;-0.28777013770805054;1.151196588906758;1.4027711735542165;-0.9827338703488429;-0.0035796695364290897;-1.4957243646041474;-0.3452324680866115;-0.2589215700568439;0;2013;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
6245;47215;-0.8871290206493593;-1.6603945516697423;0.22401271325813885;1.5348294366340678;-1.6193127083136092;0.06417740700699172;1.0175482194531296;0.56983605250141;0.22560229820104183;0.5396952871826026;1;2012;1;15;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6246;25644;0.524278039771993;1.2612011052880796;-0.28777013770805054;0.7127590486469753;1.4027711735542165;-0.7035575297206204;-0.28722630536686206;-0.631071166746007;0.1524183538051884;0.11080845644290142;0;2015;12;31;53;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
6247;21646;0.22958865353017222;-0.5537295300948101;-0.26644585225112594;-0.3285301094700087;0.48300651385531307;0.06417740700699172;-0.23049697820077547;0.7139449188111001;0.2109655093218678;0.4065924776426977;0;2012;9;4;36;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
6248;8998;-0.2357103773779659;0.18404715095514504;-0.28777013770805054;-1.0409911123921556;0.4567275235782016;0.06417740700699172;-1.0247075585259877;-0.2948171453567303;-1.2234398008368526;-1.589949665455927;0;2009;7;1;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6249;48441;-2.469145725737029;-2.5309710353086894;-0.13850013950957862;0.38393089345213816;0.9560283388433208;1.1110886843628263;1.6415708182800821;2.1550335819080004;0.04996083165100361;0.007284049022966001;1;2015;9;8;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6250;45809;0.5863179105597449;0.021736281124155245;-0.28777013770805054;-0.10931133934011737;0.22021661108419777;-0.35458710393534215;0.16660831196183068;1.3864529615896537;-2.52611401108304;-2.1667285067955264;0;2016;1;29;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
6251;9919;1.6409957139515248;0.7152463613111129;-0.13850013950957862;-0.3285301094700087;0.03626367914441725;0.06417740700699172;0.3935256206261771;1.0501989402003769;-2.02846318919124;-1.516003660155978;1;2012;2;7;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6252;40396;0.291628524317924;-0.5832405973368081;-0.28777013770805054;-0.9861864198596829;-1.172569873602713;-1.4014983812911768;0.2800669662940039;1.0021626514304802;1.9234698081848445;1.7819881762217604;0;2017;6;14;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
6253;2820;0.8344773937107516;1.9547111854750372;-0.28777013770805054;-0.3285301094700087;-0.35792117501225573;-0.8431457000347317;-0.854519577027728;-1.255542920754664;-0.4916003568783183;-0.6434407976165825;0;2017;1;27;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6254;25755;0.47774813668117916;0.19880268457614436;-0.07452728313880495;-0.7669676497297915;0.666959445795094;-0.6337634445635647;0.7339015836226966;-0.19874456781693695;1.6892811861181267;1.9890369910615977;1;2016;4;24;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
6255;42877;-0.4528499251350971;0.5972020923431199;0.03209414414581784;-0.10931133934011737;1.4553291541084399;-0.4941752742494534;0.2233376391279173;-0.8712526105954905;-1.7796377782453319;-1.8857336866557235;1;2016;2;2;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6256;20199;1.5789558431637727;1.0251125673520942;0.22401271325813885;-0.054506646807644485;1.1662602610602133;0.06417740700699172;1.0742775466192163;1.194307806510067;0.020687253892655584;-0.2737107711168371;1;2017;2;9;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6257;47774;-1.8022171147686974;-1.0554176732087792;-0.28777013770805054;1.206001281439231;-0.8046640097231518;0.27355966247815866;-3.237151318003365;-1.111434054444974;1.425818986293028;1.604517763501876;0;2013;11;5;45;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6258;21210;0.493258104378117;-0.6275071981998055;-0.26644585225112594;-0.3285301094700087;0.43044853330109023;0.4131478327922699;-0.5141436140312085;0.18554574234223656;0.8110738533678692;0.8798469115623616;0;2011;6;26;25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
6259;34288;0.8344773937107516;0.9070682983841013;-0.28777013770805054;0.8771731262443937;0.29905358191553255;-0.07541076330711956;-0.6843315955294682;-1.0153614769051806;-0.769699345582558;-0.7469652050365179;0;2015;1;28;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
6260;35671;-1.0577386653156766;-0.9078623369987883;-0.03187871222495584;-0.8217723422622644;-0.17396824307247494;0.4131478327922699;0.0531496576296575;1.5305618278993438;1.4550925640513759;1.7376205730417642;1;2010;7;22;29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
6261;28922;0.15203881504548253;0.21355821819714366;-0.28777013770805054;0.49354027851708393;1.4290501638313287;-0.07541076330711956;-2.0458354475155467;-1.0153614769051806;-0.5501475123949977;-0.4216027817167352;0;2016;11;2;44;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
6262;25713;1.501406004679083;1.4972896432240648;-0.28777013770805054;0.9867825113093395;0.08882165969864035;-0.6337634445635647;0.5637136021244369;-0.7271437442858004;0.31342303147606926;0.27348966810279274;0;2016;3;13;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
6263;42691;-1.647117437799318;-1.6456390180487432;-0.28777013770805054;-0.10931133934011737;0.7195174263493169;0.5527360031063812;-0.7410609226955548;-0.5349985892062137;1.030625686555446;1.5453609592619033;0;2015;7;27;31;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6264;36399;-0.8095791821646696;0.6562242268271167;0.03209414414581784;3.398188982738145;-0.5155951166749247;1.5996472804622157;-0.9112489041938145;-1.3516154982944573;-1.501538789541092;-1.723052474995832;1;2013;8;12;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
6265;34961;-0.34428015125653133;-0.08155245422283836;-0.28777013770805054;0.5483449710495568;1.5867241054939976;0.8319123437346038;-1.3650835215225074;-1.4476880758342507;-0.8867936566159335;-0.28849997217683027;0;2016;12;9;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
6266;10593;1.5944658108607108;0.27258035268113984;-0.11717585405265406;-0.7121629571973187;0.4567275235782016;-0.21499893362123085;1.1877362009513894;1.0982352289702735;-0.769699345582558;-0.24413236899685073;1;2014;2;21;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6267;46358;-1.3058981484666836;-1.4243060137337569;-0.26644585225112594;0.5483449710495568;-1.9346605916389474;0.6923241734204925;-0.06030899670251568;1.482525539129447;-0.19886457929490467;-0.03708355415699671;0;2009;2;17;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
6268;21822;0.7569275552260618;-0.08155245422283836;-0.28777013770805054;-0.3285301094700087;0.666959445795094;-0.9827338703488429;-0.28722630536686206;0.3296546086519266;0.5915220201803089;0.7763225041424431;0;2013;4;27;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
6269;418;0.9740671029831933;0.03649181474515403;0.33063414054276163;-0.10931133934011737;-0.620711077783371;-0.07541076330711956;1.0742775466192163;1.3864529615896537;-0.7404257678242266;-1.042749226236314;1;2010;3;7;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
